reading	kind	characters	surfaces	parts_of_speech	allocations	school_source_count	school_sources	japanese_education_source_count	japanese_education_sources	auto_rule_failures	selected
やみよ	normal	3	×闇夜	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やめ	normal	2	△止め・×已め・△罷め	名	1	2	新阪本,阪本	1	木幡	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やもうしょう	normal	6	夜盲症	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やもお	normal	3	×鰥△夫・△寡△男	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やもめ	normal	3	×鰥△婦・△寡△婦	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やり	normal	2	×槍・×鑓	名	1	3	新阪本,池原,阪本	1	木幡	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりかた	normal	4	△遣り方	名	2	3	児言研,国語研,田中	3	国語研,工藤,木幡		auto-selected
やりくち	normal	4	△遣り口	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりくり	normal	4	△遣り繰り	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりさき	normal	4	×槍先	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりそこない	normal	6	△遣り損ない	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりっぱなし	normal	6	△遣りっ放し	名	2	1	阪本	2	工藤,木幡	school-source-count-3	unreviewed
やりて	normal	3	△遣り手	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりとり	normal	4	△遣り取り	名	1	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりなおし	normal	5	△遣り直し	名	1	2	国語研,阪本	1	国語研	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりなげ	normal	4	×槍投げ	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりば	normal	3	△遣り場	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やりみず	normal	4	△遣り水	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やろう	normal	3	野郎	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やんぐ	normal	3	young	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やーど	normal	3	yard	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
やーる	normal	3	←yard	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆあか	normal	3	湯×垢	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆあがり	normal	4	湯上がり	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆあみ	normal	3	湯△浴み	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆいいつ	normal	4	唯一	名	3	4	児言研,国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
ゆいごん	terminal	4	遺言	名・ス他	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆいのう	normal	4	結納	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆう	normal	2	優,勇,夕,雄	名	2,3	2	新阪本,阪本	2	七種対照,玉村	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうあい	normal	4	友愛	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうい	normal	3	優位,有為	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆういぎ	normal	4	有意義	名・形動	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆういん	terminal	4	誘因	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆううつ	normal	4	憂×鬱	名・形動	3	3	中央,新阪本,阪本	1	玉村	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうえい	normal	4	遊泳・×游泳	名・ス自	2	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうえき	normal	4	有益	名・形動	2	5	児言研,国語研,新阪本,田中,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうえつ	normal	4	優越	名・ス自	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうえんち	normal	5	遊園地	名	1	3	新阪本,田中,阪本	2	工藤,木幡		auto-selected
ゆうかい	normal	4	融解,誘拐	名・ス他,名・ス自他	3	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ゆうかぜ	normal	4	夕風	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうかん	terminal	4	夕刊,有閑	名	1,3	4	中央,国語研,新阪本,阪本	2	国語研,木幡		auto-selected
ゆうが	normal	3	優雅	名・形動	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうがい	normal	4	有害	名	2	4	中央,国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ゆうがお	normal	4	夕顔	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうがく	normal	4	遊学	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうがすみ	normal	5	夕霞	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうがた	normal	4	夕方	名	1	5	中央,国語研,池原,田中,阪本	6	七種対照,初級500語,国語研,工藤,木幡,玉村		auto-selected
ゆうがとう	normal	5	誘×蛾灯	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうき	normal	3	勇気,有機	名	1,3	7	中央,児言研,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆうきゅう	normal	5	有給	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうきょう	normal	5	遊興	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうぎ	normal	3	遊戯	名・ス自	1	4	新阪本,池原,田中,阪本	2	工藤,木幡		auto-selected
ゆうぎり	normal	4	夕霧	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうぐう	normal	4	優遇	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうぐも	normal	4	夕雲	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうぐれ	normal	4	夕暮れ	名	1	4	国語研,池原,田中,阪本	3	国語研,工藤,木幡		auto-selected
ゆうぐん	terminal	4	友軍	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうけい	normal	4	有形	名	3	2	児言研,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうげしき	normal	5	夕《景色》	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうげん	terminal	4	有限	名・形動	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうこう	normal	4	友好	名	3	2	新阪本,阪本	2	七種対照,玉村	school-source-count-3	unreviewed
ゆうこく	normal	4	夕刻,憂国	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうごう	normal	4	融合	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうごはん	terminal	5	夕御飯	名	1	1	池原	2	工藤,木幡	school-source-count-3	unreviewed
ゆうざい	normal	4	有罪	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうし	normal	3	勇士,勇姿,有志,融資	名,名・ス自	2,3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうしき	normal	4	有識	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうしてっせん	terminal	7	有刺鉄線	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうしゅう	normal	5	優秀,憂愁,有終	名	2,3	5	中央,児言研,国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ゆうしょう	normal	5	優勝	名・ス自	2	5	中央,国語研,新阪本,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆうしょく	normal	5	夕食	名	2	2	国語研,阪本	5	七種対照,国語研,工藤,木幡,玉村	school-source-count-3	unreviewed
ゆうじ	normal	3	有事	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうじゅう	normal	5	優柔	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうじょう	normal	5	友情	名	2	6	中央,児言研,国語研,新阪本,田中,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
ゆうじん	terminal	4	友人	名	2	3	中央,国語研,阪本	3	七種対照,国語研,玉村		auto-selected
ゆうすう	normal	4	有数	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうすずみ	normal	5	夕涼み	名	1	1	阪本	2	工藤,木幡	school-source-count-3	unreviewed
ゆうずう	normal	4	融通	名・ス自他	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうせい	normal	4	優勢	名	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうせん	terminal	4	優先,有線	名,名・ス自	3	2	新阪本,阪本	2	七種対照,玉村	school-source-count-3	unreviewed
ゆうぜい	normal	4	遊説,郵税	名,名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうぜん	terminal	4	友禅	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうそう	normal	4	勇壮,郵送	名・ス他,名・形動	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうたい	normal	4	優待,勇退	名・ス他,名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうだい	normal	4	雄大	名・形動	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうだち	normal	4	夕立	名	1	5	国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆうち	normal	3	誘致	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうづき	normal	4	夕月	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうと	normal	3	雄図	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうとう	normal	4	優等	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうとく	normal	4	有徳	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうどう	normal	4	誘導	名・ス他	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうどうえんぼく	normal	8	遊動円木	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうどく	normal	4	有毒	名	2	3	国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
ゆうなぎ	normal	4	夕×凪	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうのう	normal	4	有能	名	3	4	児言研,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうはん	terminal	4	夕飯	名	1	5	中央,国語研,池原,田中,阪本	3	七種対照,国語研,木幡		auto-selected
ゆうばえ	normal	4	夕映え	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうひ	normal	3	夕日・夕△陽,雄飛	名,名・ス自	1,3	6	中央,国語研,新阪本,池原,田中,阪本	2	国語研,木幡		auto-selected
ゆうび	normal	3	優美	名・形動	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうびん	terminal	4	郵便	名	1	5	中央,国語研,新阪本,池原,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆうびんうけ	normal	6	郵便受け	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうびんきょく	normal	7	郵便局	名	1	5	中央,国語研,池原,田中,阪本	6	七種対照,初級500語,国語研,工藤,木幡,玉村		auto-selected
ゆうびんばこ	normal	6	郵便箱・郵便×函	名	1	1	阪本	1	木幡	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうびんや	normal	5	郵便屋	名	1	3	池原,田中,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうふく	normal	4	裕福	名・形動	3	2	新阪本,阪本	1	玉村	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうへい	normal	4	幽閉	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうべ	normal	3	〈昨夜〉,夕べ・△夕	名	1,2	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆうべん	terminal	4	雄弁	名・形動	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうほう	normal	4	友邦	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうぼう	normal	4	有望	名	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうぼく	normal	4	遊牧	名・ス自	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうまぐれ	normal	5	夕まぐれ	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうめい	normal	4	勇名,有名	名	2,3	5	中央,児言研,国語研,新阪本,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆうめいむじつ	normal	7	有名無実	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうめし	normal	4	夕飯	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうもう	normal	4	勇猛	名・形動	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうもや	normal	4	夕×靄	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうやく	normal	4	勇躍	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうやけ	normal	4	夕焼け	名	1	5	国語研,新阪本,池原,田中,阪本	4	国語研,工藤,木幡,玉村		auto-selected
ゆうやみ	normal	4	夕×闇	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうよ	normal	3	猶予	名・ス他	3	2	新阪本,阪本	1	玉村	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうよう	normal	4	有用	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうらん	terminal	4	遊覧	名・ス自	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうり	normal	3	遊離	名・ス自	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうりょう	normal	5	優良,有料	名	2,3	3	国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ゆうれい	normal	4	幽霊	名	1	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ゆうれつ	normal	4	優劣	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうわ	normal	3	融和	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆうわく	normal	4	誘惑	名・ス他	3	4	中央,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆえ	normal	2	故	名	2	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆえん	terminal	3	〈所以〉,油煙	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆおう	normal	3	△硫黄	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆか	normal	2	床・×牀	名	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆかい	normal	3	愉快	名・形動	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆかいた	normal	4	床板	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆかした	normal	4	床下	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆかた	normal	3	《浴衣》	名	1	3	国語研,新阪本,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆかり	normal	3	△縁・〈所縁〉	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆがみ	normal	3	×歪み	名	1	2	新阪本,阪本	1	木幡	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆき	normal	2	行き・△往き,雪	名	1,2	6	中央,国語研,新阪本,池原,田中,阪本	6	七種対照,初級500語,国語研,工藤,木幡,玉村		auto-selected
ゆきあかり	normal	5	雪明かり	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきあそび	normal	5	雪遊び	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきあたり	normal	5	行き当たり	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきおれ	normal	4	雪折れ	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきかい	normal	4	行き交い	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきかえり	normal	5	行き帰り	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきかき	normal	4	雪×掻き	名	1	3	池原,田中,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきがかり	normal	5	行き掛かり	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきがけ	normal	4	行き掛け	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきがっせん	terminal	6	雪合戦	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきき	normal	3	行き来・△往き来	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきぐに	normal	4	雪国	名	1	3	池原,田中,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきぐも	normal	4	雪雲	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきげしき	normal	5	雪《景色》	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきすぎ	normal	4	行き過ぎ	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきずり	normal	4	行きずり	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきぞら	normal	4	雪空	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきだおれ	normal	5	行き倒れ	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきだるま	normal	5	雪△達磨	名	1	4	新阪本,池原,田中,阪本	2	工藤,木幡		auto-selected
ゆきちがい	normal	5	行き違い	名	1	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきづまり	normal	5	行き詰まり	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきどけ	normal	4	雪解け	名	1	3	新阪本,田中,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきどまり	normal	5	行き止まり	名	1	1	阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきなげ	normal	4	雪投げ	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきなだれ	normal	5	雪《雪崩》	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきなやみ	normal	5	行き悩み	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきふり	normal	4	雪降り	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきみ	normal	3	雪見	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきみち	normal	4	行き道,雪道	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきもよう	normal	5	雪模様	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆきよけ	normal	4	雪△除け	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆくえ	normal	3	《行方》	名	2	4	中央,新阪本,田中,阪本	2	七種対照,玉村		auto-selected
ゆくさき	normal	4	行く先	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆくすえ	normal	4	行く末	名	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆくて	normal	3	行く手	名	2	3	新阪本,田中,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆけつ	normal	3	輸血	名・ス自	3	2	新阪本,阪本	2	七種対照,玉村	school-source-count-3	unreviewed
ゆげ	normal	2	湯気	名	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆさん	terminal	3	遊山	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆざまし	normal	4	湯冷まし	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆざめ	normal	3	湯冷め	名	2	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ゆしゅつ	normal	4	輸出	名・ス他	2	4	中央,国語研,新阪本,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
ゆしゅつにゅう	normal	7	輸出入	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆすり	normal	3	〈強請〉	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆず	normal	2	×柚子	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆずりあい	normal	5	譲り合い	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆずりうけ	normal	5	譲り受け	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆそう	normal	3	輸送	名・ス他	2	4	中央,国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ゆたんぽ	normal	4	湯たんぽ	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆだや	normal	3	〔羅〕Judaea	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆだん	terminal	3	油断	名・ス自	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆでたまご	normal	5	×茹で卵・×茹で玉子	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
