reading	kind	characters	auto_rule_failures
あらいざらい	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらいはり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらうみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらかた	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらけずり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらさがし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらため	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらて	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらなみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらなわ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あらまし	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
あらものや	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありあけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありあわせ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありか	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありかた	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありがち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありきたり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありたけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありったけ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありのまま	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
ありばい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありゅう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ありゅうさん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あるかり	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
あるき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あるじ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あると	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あるふぁべっと	normal	7	school-source-count-3
あるまいと	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あるみ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
あるみにうむ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あれ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あれこれ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
あれち	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
あれの	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あれほど	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あわせ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あわつぶ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あわて	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あわてもの	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あわび	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あわゆき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あわれみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんあんり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんうん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんえい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんか	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんぐろさくそん	terminal	8	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんけーと	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
あんこ	normal	3	school-source-count-3
あんこく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんこーる	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんごう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんさつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
あんさんぶる	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんざん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんざんがん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんしつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんしゅつ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんしょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんじ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
あんじゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんせい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
あんそく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんたい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんだ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんだーしゃつ	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんだーらいん	terminal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんち	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんちゃく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんど	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんどん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんないじょう	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんのじょう	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんのん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんばい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんばらんす	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんぱいあ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんぱん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんぴ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんぺあ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんま	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんまく	normal	4	school-source-count-3
あんみん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんもく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんもち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんもにあ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんや	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんやく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんらく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あんるい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あーくとう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あーけーど	normal	5	school-source-count-3
あーす	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あーち	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あーと	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あーむちぇあ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
あーる	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いあつ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いあん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいあい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいあやまり	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいかえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいかえし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいかけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいがかり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいきかせ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいぐさ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいすぎ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいすて	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいそこない	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
いいちがい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
